,0
923,"최근 2030 세대 사이의 자기계발 트렌드를 꼽으라면 단연 ‘미라클 모닝’이다. ‘미라클 모닝’이란 아마존에서 종합 베스트셀러 1위를 기록한 뒤 2016년 한국에 출간된 베스트셀러 《미라클 모닝》에서 나온 개념으로, 일과가 시작되기 전 이른 아침에 일어나 운동이나 공부, 독서 등을 하는 것을 말한다.
아침 일찍 일어나 자기계발에 몰두하는 ‘미라클 모닝’ 챌린지가 인기를 끌면서 SNS에도 ‘미라클 모닝’ 태그를 단 게시물이 30만 건에 이를 정도가 되었다. 대체로 새벽 6시 전에 일어나 운동이나 독서, 영어공부 등 자기계발 등을 하는 모습을 ‘인증샷’ 형태로 기록하는 것인데, 이 게시물들은 ‘미라클 모닝’을 실천하고 있다는 인증뿐만 아니라 다른 이들을 독려하는 메시지가 된다.
코로나19가 몰고 온 우울감이 2030 세대에 번지면서, 일상 속 자기계발을 통해 자신감과 자기효능감을 찾으려는 심리가 반영되었다고 볼 수 있다. 현재의 불안감을 미래를 준비하는 것으로 이겨내려는 의지도 들어 있다.

인스타그램 태그만 30만 건,
서로 독려하며 자신감과 자기효능감 찾아가

미라클 모닝 챌린지 열풍에 힘입어 《미라클 모닝》도 베스트셀러 순위를 역주행하고 있다. 각 언론들은 ‘미라클 모닝’ 열풍의 원인과 효과를 관심 있게 다루었다.

안소희는 ""일주일 '미라클 모닝'에 잘 맞는 책이었던 것 같다. 새롭게 2021년에 조금 더 아침 일찍 일어나서 '몸도 마음도 건강해지는 시간을 갖자'라는 생각으로 시작한 건데 나를 돌아볼 수도 있게 해준 책이다""라며 만족감을 드러냈다.
- 엑스포츠 뉴스 ‘안소희, 일주일 ’미라클모닝 도전... “체력.심적으로 단단해졌다”

전문가들은 2030세대의 자기계발 바람이 코로나19 우울과 관련 있다고 밝혔는데요. 일상 속 자기계발을 통해 자신감을 되찾으려는 심리가 반영됐다는 분석입니다.
작은 성과를 계속 이뤄나가는 것은 자기 효능감을 키우는 데도 도움이 된다고 합니다. - MBC 뉴스투데이, “2030세대 열광하는 ‘기적의 아침’”

미라클 모닝을 하게 되면 매일 아침 동일한 시간에 일어나서 똑같은 루틴대로 아침 시간을 보내게 된다. 이런 반복적인 생활은 불확실성을 줄여 불안감을 낮춘다.
- 한국경제, “미라클 모닝의 시간을 활용해 보자”

다시 아침 시간 활용을 강조하는 ‘미라클모닝’ 열풍이 불고 있다. 보통 새벽 4~6시에 기상해 독서, 명상, 운동, 영어공부, 재테크 등 ‘루틴(반복 행동)’을 실천하는 것을 말한다. 할 엘로드가 쓴 `미라클모닝`이란 책이 출발점이었다. 2030세대가 주축이고 시간을 쓰는 방식도 각자 다르다. 인스타그램에 ‘미라클모닝’ 해시태그가 달린 게시물만 29만건에 달한다. ‘미라클모닝 챌린지 00일차’라고 기록하고 일어난 시간이 표시된 휴대폰 화면 캡처, 운동 등 인증샷을 공유하는 식이다. 포스팅마다 나태함을 떨치고 온전히 자신만의 몰입과 성장의 시간을 가지려는 의지가 엿보인다.
- 매일경제, “미라클 모닝”"
924,"프롤로그 아침을 기적으로 만드는 팁

CHAPTER00 한눈에 읽는 기적의 6분
CHAPTER01 아침을 잃어버린 사람들
CHAPTER02 기적은 절망으로부터 온다
CHAPTER03 평균은 어떻게 성장을 제한하는가
CHAPTER04 아침을 변화시키는 첫 번째 질문
CHAPTER05 아침을 깨우는 사소한 변화들
CHAPTER06 인생을 구원하는 작은 습관
CHAPTER07 삶의 목적을 찾는 침묵의 시간
CHAPTER08 큰 소리로 스스로에게 다짐하는 시간
CHAPTER09 행동과 결과를 상상하여 그리는 시간
CHAPTER10 몸과 마음의 균형을 맞추는 시간
CHAPTER11 세상의 모든 지식을 읽어내는 시간
CHAPTER12 생각을 손으로 정리하는 시간
CHAPTER13 나만의 아침으로 최적화하라
CHAPTER14 오래된 습관을 이기는 법
CHAPTER15 내 인생을 바꾼 30일의 기록

에필로그 예전의 나에 대한 이야기
감사의 말
부록
1. 아침을 깨우는 문장
2. 나를 이끈 다짐과 확신의 말
3. 30일 인생혁명 프로젝트"
925,"당신이 태어났을 때, 사람들은 모두 장담했다. 이 아이는 커서 무엇이든 할 수 있고, 무엇이든 가질 수 있으며, 원하는 건 무엇이든지 될 수 있다고. 자, 이제 다 자란 그 아이는, 그게 무엇이었든 간에, 원했던 걸 갖고, 하며, 원했던 사람이 되었는가? 아니면 언제부턴가 ‘무엇이든지’의 의미에, 원하는 삶보다 못한 적당한 선에 안주하는 것까지 포함시켜 버렸는가?_19~20쪽

지금 당장 삶의 목표를 만들어내는 게 쉬운 일은 아니다. 첫 번째 목표는 아주 사소하고 간단한 것이어도 좋다. ‘나의 삶과 내 주위 사람들의 삶이 조금 ... 더보기"
926,"아마존 종합 베스트셀러 1위!
출간 첫해 아마존 역사상 가장 높은 별점을 받은 책
“기다려지는 아침을 만들어주는 책”, 〈르몽드〉 격찬

《미라클 모닝》의 저자 할 엘로드는 스무 살의 나이에 음주 운전을 하던 대형 트럭과 정면으로 충돌해 6분간 사망 상태에 있었고, 열한 군데의 골절과 영구적인 뇌 손상을 입었다. 수술을 집도했던 의사는 그가 다시는 걸을 수 없을 것이라는 진단을 내렸지만, 그는 이 모두를 극복해냈다. 그리고 두 번째 인생을 살게 해준 ‘아침’의 비밀을 《미라클 모닝》에 담았다. 이 책은 아침잠에서 쉽게 깨어... 더보기"
927,"본 교재는 영어교육 전문 기업이자 토익(TOEIC) 주관사인 YBM이 제시하는 최적의 파트별 어휘집(최신개정판)입니다. 토익은 시간 싸움입니다. 출제기관 ETS 토익 기출 VOCA 출제기관 공식수험서로 파트별 빈출어휘를 집중 공략하고, 기출예문을 듣고 보고 읽기만 해도 점수가 오를 수 있습니다.
본 책이 독점 제공하는 ETS 토익 기출예문과 기출문제로 실전에 완벽 대비하세요. 또한 어휘는 재미있게 공부해야 기억에 오래 남습니다. 무료로 제공되는 게임 형식의 단어 암기 앱(App)으로 스마트하게 공부해보세요."
928,"▶ 『ETS 토익 기출 VOCA 출제기관 공식수험서』 북트레일러

* 출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다.
*window7의 경우 사운드 연결이 없을시, 동영상 재생에 오류가 발생할 수 있습니다. 이어폰, 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다."
929,
930,"LC
Part 1
Day 1 사진묘사 필수 어휘 (1)
Level-Up Part 1 장소별 필수 명사
Day 2 사진묘사 필수 어휘 (2)
Level-Up Part 1 핵심 전치사구 / 혼동 어휘

Part 2
Day 3 질의응답 필수 어휘 (1)
Level-Up Part 2 의문사별 핵심 표현
Day 4 질의응답 필수 어휘 (2)
Level-Up Part 2 실전에 강해지는 답변

Part 3
Day 5 Part 3 대화문 필수 어휘 (1)
Level-Up Part 3 대화 내용별 완소 어휘
Day 6 Part 3 대화문 필수 어휘 (2)
Level-Up Part 3 대화 내용별 완소 어휘
Day 7 Part 3 대화문 필수 어휘 (3)
Level-Up 대화의 이해를 돕는 짧은 표현
Level-Up 시각정보 공략 어휘

Part 4
Day 8 Part 4 담화문 필수 어휘 (1)
Level-Up Part 4 지문별 완소 어휘
Day 9 Part 4 담화문 필수 어휘 (2)
Level-Up Part 4 지문별 완소 어휘
Day 10 Part 4 담화문 필수 어휘 (3)
Level-Up 실전 대비 패러프레이징

RC
동사
Day 11 동사 (1)
토익 만점 완성 단어 동사 (1)
Day 12 동사 (2)
토익 만점 완성 단어 동사 (2)
Day 13 동사 (3)
토익 만점 완성 단어 동사 (3)
Day 14 동사 (4)
Level-Up 실전에 강해지는 핵심 다의어

명사
Day 15 명사 (1)
토익 만점 완성 단어 명사 (1)
Day 16 명사 (2)
토익 만점 완성 단어 명사 (2)
Day 17 명사 (3)
토익 만점 완성 단어 명사 (3)
Day 18 명사 (4)
토익 만점 완성 단어 명사 (4)
Day 19 명사 (5)
Level-Up 실전 대비 덩어리 표현

형용사
Day 20 형용사 (1)
토익 만점 완성 단어 형용사 (1)
Day 21 형용사 (2)
토익 만점 완성 단어 형용사 (2)
Day 22 형용사 (3)
토익 만점 완성 단어 형용사 (3)
Day 23 형용사 (4)
Level-Up 혼돈하기 쉬운 핵심 어휘

부사
Day 24 부사 (1)
토익 만점 완성 단어 부사
Day 25 부사 (2)
Level-Up 다양한 기능 부사

전치사
Day 26 전치사
Level-Up 토익 기본 전치사

독해 공략 어휘
Day 27 편지/이메일
Level-Up 파트7 필수 동의어 (1)
Day 28 공지/기사
Level-Up 파트7 필수 동의어 (2)
Day 29 광고
Level-Up 실전 대비 패러프레이징
Day 30 웹사이트/양식
Level-Up 문자 메시지/온라인 채팅 구어체 표현

- ETS TEST Answers
- Index"
931,"특징
기출예문과 기출문제 독점 수록
예문이 실제 토익 시험에 나왔던 문장들로 구성되었음은 물론, 기출문제까지 독점 수록함으로써
실전에 완벽하게 대비할 수 있습니다.

ETS가 독점 제공하는 최신 어휘와 표현
토익 출제기관 ETS가 제공하는 최신 핵심어휘와 표현을 수록하였습니다. 특히 필수어휘부터 고난이도 어휘까지 모든 난이도의 어휘를 망라해 모든 토익 수험자가 학습할 수 있습니다.

실전 적응력을 높이는 파트별 구성
파트별로 필수어휘를 집대성하고 각 파트에 맞는 예문과 실전 적용을 위한 출제Tip을 실었습니다. 단순... 더보기"
932,"지구가 몸살을 앓고 있다. 빙하의 해빙뿐 아니라 폭염과 폭설, 산불, 허리케인 등 이상기후 현상이 세계 곳곳에서 일어나고 있다. 이 모든 것이 지구온난화로 인해 벌어진 현상이다. 지구온난화의 주범으로 지목되는 온실가스, 이를 해결하기 위해 세계는 ‘탄소제로’를 선언했다. 지금까지 사용해오던 화석연료에서 벗어나 그린 에너지로의 전환에 모든 기업이 주목하고 있다. 이러한 ‘그린 혁명’의 흐름에 우리 기업들은 어떻게 준비하고 있을까? 이 책은 수소경제를 비롯해 재생에너지, 에코 모빌리티 등 탈탄소 시대에 우리가 주목해야 할 미래 산업을 소개한다. 이와 함께 세계 경제가 친환경 에너지 산업으로 빠르게 이동하는 과정과 현대자동차, 한국전력, SK이노베이션, 현대중공업, 롯데케미칼, 두산퓨얼셀, SK가스, 고려아연 등 한국 대표 기업들이 이러한 변화에 어떻게 대응하고 있는지 짚어본다."
933,"▶ 『넥스트 그린 레볼루션』 북트레일러

* 출판사의 사정에 따라 서비스가 변경 또는 중지될 수 있습니다.
*window7의 경우 사운드 연결이 없을시, 동영상 재생에 오류가 발생할 수 있습니다. 이어폰, 스피커 등이 연결되어 있는지 확인 하시고 재생하시기 바랍니다."
934,
935,"프롤로그 탄소제로를 꿈꾸는 니콜라 테슬라의 후예들 4

제1장 탄소 시대의 종말과 그린 프리미엄

탄소 순환과 기후변화
이산화탄소에 붙은 오명 | 탄소가 뭐길래 NASA 과학자까지 동원될까? | 빅 그린 테크놀로
지 1 기후변화 귀속 기술 | 지금 바로 거주 불가능한 지구를 구하라 | 탄소중립으로 수렴하는 기후변화 대응

탄소세와 그린 프리미엄
2021년 신기후체제, 탄소 가격제 그리고 그린 프리미엄 | 탄소국경세 도입 논의

탄소 배출권 거래 제도란?
탄소 배출의 경제학 | 테슬라는 어떻게 수익을 창출하는가? | 포스코의 미래는 수소에 있다

탄소 배출권을 둘러싼 기업들의 고심
국내 탄소 배출권 시장 현황

CCUS 기술, 이산화탄소 자원화
CCUS와 이산화탄소 감축 | 빅 그린 테크놀로지 2 이산화탄소 포집기 | 기후변화와 그린 투자 포인트

제2장 수소경제는 이미 우리 곁에 와 있다

수소경제의 비상
수소경제는 진정한 우리의 미래인가? | 수소, 그 참을 수 없는 가벼움과 화려한 귀환 | 액화수소, 효성그룹과 SK가스의 비상 | 수소에도 급이 있다 | 수소경제, 신에너지원의 진정한 의미 | 빅 그린 테크놀로지 3 그린 수소 | 제러미 리프킨을 돌아보며

수소경제가 성공하기 위한 조건들
그린 수소 생산에 팔을 걷고 있는 한화솔루션 | 수소연료전지의 역사와 NASA | 수소연료전지의 활용과 수소 도시 건설 | 수소연료전지는 바보전지, 일론 머스크가 비웃어도 되나? | 수전해 기술 발전에 혼신을 다하라

수소 도시를 꿈꾸는 울산
울산과 그린 수소의 꿈 그리고 고려아연 | 넥스트 ‘두산퓨얼셀’을 찾아라

제3장 에코 모빌리티가 세상을 지배하다

달아오르는 전기차 시장을 정복하라
내연기관차보다 역사가 오래된 전기차, 운명이 뒤집히다 | 전기차 배터리의 구조와 구성에 대한 쉬운 이해 | 빅 그린 테크놀로지 4 리튬금속 배터리 | LCA, 전기차는 정말 환경친화적일까? | 전기차에 관한 네 가지 문제점 | 미국과 유럽 전기차 시장 전망에서 보는 시사점 | 전고체 배터리의 상용화는 가능한가? | 소프트웨어냐 하드웨어냐, 전기차의 경쟁력 | 빅 그린 테크놀로지 5 테슬라의 오토파일럿 | 모빌리티 혁명과 무선 업데이트 기능 | 전기차의 혁신과 반도체 공급 부족 사태 | 자동차 산업의 주류가 바뀌고 있다 | 향후 테슬라 주식의 방향성

수소 모빌리티, 자동차를 넘어 선박과 항공까지
니콜라의 수소 트럭은 허구인가? | 수소차의 구조와 작동 원리 | 전기차 vs. 수소차 무엇을 선택할 것인가? | 현대자동차의 야심과 울산의 수소 모빌리티 혁명 | 빅 그린 테크놀로지 6 자율주행 트럭 | 수소 모빌리티의 투자 포인트

제4장 무엇으로 전기를 얻을 것인가?

재생에너지, 자연이 우리에게 주는 녹색 선물
신재생에너지의 의미와 화석 에너지에 과도하게 의존하는 인류 | 누가 태양광을 훔쳤나? | 빅 그린 테크놀로지 7 고온 태양전지 | 누가 바람에 날개를 달아주었나? | 노르웨이에서 배우는 재생에너지의 교훈과 바다 위의 반란 | 규모의 경제와 기술로 태양광 산업 파이 키우는 중국 | 태양광 발전의 원리 | 미국 주택용 태양광 발전기 설치 업체 유망 | 빅 그린 테크놀로지 8 솔라시티의 기가팩토리 | 가상 발전소에 주목하는 시장 트렌드 | 한반도 바다 위에 부는 바람과 태양의 반란, 울산 부유식 해상 풍력 | 풍력 발전의 구조와 원리에서 미래를 엿보다 | 앞으로 10년간 미국에서 불어올 거대한 바람

주요 재생에너지 정책과 미래 전망
재생에너지 3020 정책에서 보여준 재생에너지의 미래 | RPS 제도와 REC 개선으로 재생에너지 발전 증가 유도 | RE100이 몰고올 ESG 경영의 파고 | 균등화발전원가와 그리드 패러티

분산전원과 블록체인 기술의 적용
블록체인의 에너지 시장 적용 필요성 | 에너지 관리 시스템의 진화

제5장 핵융합과 핵분열: 인공태양과 소형 원자로

인공태양의 시대는 언제쯤 이뤄질까?
태양의 후예 그리고 인공광합성 | 태양의 원리에서 찾은 핵융합 | 핵융합 반응에 주로 이용되는 물질 | 태양 속 플라스마 그리고 수소 핵융합 | KSTAR 그리고 기술적 한계 | 빌 게이츠가 말하는 차세대 원자력 | 빅 그린 테크놀로지 9 차세대 원자력 | 세계 부호들은 왜 핵융합에 투자할까? | 인공태양 관련주에 쏠린 눈길

원자력 발전, 소형 원자로가 답이다
원자와 핵분열의 원리 | 원전에 대한 엇갈린 행보, 빌 게이츠의 진심은? | 경제성 측면에서의 원전과 소형 원자로 | 조 바이든의 정책, 두산중공업과 SMR 관련 기업들에 주목하라

제6장 그린 파이낸스: 빅 그린이 온다

기후변화의 위험과 기회, 그리고 금융의 역할
기후재앙과 녹색 금융의 방향 | 경계해야 할 그린 버블 | 그린의 참 향기, 그럼에도 불구하고 녹색 금융으로 돈은 몰린다 | 눈여겨봐야 할 사례와 교훈

착한 투자의 시대에 떠오르는 화두, 임팩트 투자
임팩트 커뮤니케이션의 의미와 절대적 중요성 | 지역주민이 결합된 재생에너지 비즈니스 모델은 가능한가? | 시민을 위한 제언: 당신이 채식주의자가 되려면 | 빅 그린 테크놀로지 10 사육 없는 지속가능한 고기와 햄버거

에필로그 탈탄소 시대를 살아가는 지혜"
